ssp,indiv,pic,Area,Circ.,X.Area,AR,Round,Solidity,VesselDiameter,parasitism
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,779.89585,0.905,100,1.35,0.741,0.975,31.5118110713244,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1176.66925,0.603,96.519,3.005,0.333,0.948,38.7063537442351,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,479.54215,0.767,99.288,1.866,0.536,0.937,24.7097557403411,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1651.9433,0.801,100,1.081,0.925,0.948,45.8619617463133,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1678.3965,0.905,100,1.065,0.939,0.972,46.2277059299409,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,191.9866,0.825,100,1.835,0.545,0.934,15.6347347652351,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,2076.0227,0.772,99.794,1.67,0.599,0.959,51.4127824320748,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1011.1338,0.732,99.241,2.129,0.47,0.957,35.8805732838584,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,447.9701,0.895,100,1.303,0.768,0.951,23.8824882744442,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1187.7618,0.786,99.282,1.301,0.769,0.961,38.8883696429385,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,522.2047,0.521,97.876,3.526,0.284,0.919,25.7854934892967,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,331.9237,0.917,100,1.28,0.781,0.952,20.5576842245135,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,565.7221,0.898,100,1.16,0.862,0.952,26.838400642561,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1211.6525,0.776,100,1.909,0.524,0.958,39.2775238205926,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1175.81645,0.889,100,1.203,0.831,0.965,38.6923248395611,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1769.6953,0.795,99.711,1.383,0.723,0.942,47.468368816423,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,465.03635,0.812,100,1.492,0.67,0.952,24.3331598967192,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1371.2163,0.825,100,1.445,0.692,0.966,41.7838104718255,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,949.69735,0.874,99.82,1.331,0.751,0.962,34.7734413245251,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,317.41995,0.765,100,1.871,0.535,0.935,20.1035228909726,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1179.22765,0.847,99.855,1.331,0.751,0.965,38.7484099831866,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1034.1717,0.851,99.752,1.466,0.682,0.96,36.2870266691278,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,378.85435,0.913,96.171,1.348,0.742,0.955,21.9629765768426,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1563.2029,0.776,97.216,1.74,0.575,0.954,44.6131342625094,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,362.64295,0.863,100,1.623,0.616,0.945,21.4879348602749,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,704.8064,0.87,99.637,1.392,0.719,0.959,29.9564246842381,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1407.0544,0.84,99.697,1.309,0.764,0.96,42.3263192785955,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1180.0825,0.891,99.566,1.1,0.909,0.966,38.762452257951,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,296.08765,0.561,100,3.318,0.301,0.878,19.4162433206762,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,947.1369,0.713,99.73,1.338,0.748,0.937,34.7265338805628,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1857.5829,0.784,99.633,1.446,0.692,0.963,48.6327873548682,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1605.0147,0.87,100,1.061,0.943,0.962,45.2058423870327,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1646.82445,0.745,99.896,1.953,0.512,0.951,45.7908507562017,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,349.84275,0.813,100,1.737,0.576,0.936,21.1052984754752,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1287.59475,0.838,96.289,1.063,0.941,0.963,40.4897092270788,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1344.76515,0.792,99.302,1.17,0.855,0.949,41.378837191996,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1731.2988,0.85,99.162,1.245,0.803,0.969,46.9505920720126,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1556.3764,0.724,100,1.717,0.582,0.934,44.5156150016211,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1444.5981,0.781,97.992,1.066,0.938,0.943,42.8872874774015,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,433.4643,0.878,100,1.451,0.689,0.949,23.4926347605148,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1202.2676,0.891,99.645,1.023,0.977,0.961,39.1251153566841,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,1420.70535,0.826,99.459,1.293,0.773,0.965,42.5311442714255,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 006-1.tif,680.06085,0.808,99.498,1.204,0.83,0.965,29.4258452222907,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1905.8522,0.735,97.509,1.846,0.542,0.977,49.2605967022377,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1286.95925,0.725,99.473,1.607,0.622,0.934,40.4797160262113,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1111.4649,0.856,100,1.181,0.847,0.959,37.6186265467669,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,2172.0611,0.824,98.946,1.489,0.671,0.966,52.5885356907849,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,2390.79405,0.493,100,2.657,0.376,0.847,55.1729419895073,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,2948.6462,0.887,99.827,1.171,0.854,0.974,61.2726117059904,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1106.37885,0.748,99.157,1.737,0.576,0.952,37.5324566645805,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1002.9461,0.789,100,1.513,0.661,0.964,35.7350057472768,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,2340.77405,0.814,99.746,1.395,0.717,0.957,54.592729238882,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,905.45015,0.69,93.165,2.445,0.409,0.949,33.9537175691615,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,565.48225,0.871,100,1.493,0.67,0.957,26.8327106820354,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,954.62145,0.792,100,1.726,0.58,0.95,34.8634734413027,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1065.6843,0.845,100,1.299,0.77,0.957,36.8357352711115,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1435.3239,0.815,100,1.635,0.612,0.958,42.7493993990968,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,785.91055,0.884,100,1.228,0.814,0.954,31.6330901254456,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1515.8643,0.812,100,1.643,0.608,0.964,43.9324296074356,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,2861.32235,0.858,99.407,1.285,0.779,0.973,60.358502021294,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1421.75905,0.861,99.046,1.198,0.835,0.966,42.5469134667263,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,2180.5399,0.76,99.883,1.772,0.564,0.965,52.6910773238967,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,860.5162,0.83,98.621,1.609,0.622,0.964,33.1005023334274,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1898.2221,0.873,99.598,1.212,0.825,0.971,49.1618901427745,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1497.2134,0.83,99.717,1.474,0.678,0.964,43.6613250805262,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1543.8427,0.581,100,1.301,0.768,0.944,44.3360076742449,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1327.6538,0.801,99.425,1.52,0.658,0.949,41.1147336106889,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,548.5267,0.777,97.991,1.948,0.513,0.977,26.427370012604,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,27.1297,0.096,100,32,0.031,1,5.87729588133876,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1137.7459,0.861,99.925,1.501,0.666,0.97,38.0607812812651,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1110.6162,0.847,99.618,1.307,0.765,0.96,37.6042612593772,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,575.6564,0.797,98.969,1.825,0.548,0.952,27.0730214911429,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,784.2152,0.633,100,2.981,0.335,0.961,31.5989525810967,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1790.552,0.781,99.29,1.517,0.659,0.945,47.7472681239946,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1286.95925,0.898,100,1.222,0.818,0.963,40.4797160262113,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,593.4586,0.874,100,1.219,0.82,0.945,27.488451351125,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1013.96895,0.81,100,1.676,0.597,0.96,35.9308414078155,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1919.41705,0.829,99.249,1.215,0.823,0.969,49.4355913376073,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,586.6772,0.834,100,1.375,0.727,0.954,27.3309460325562,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1147.92005,0.739,99.409,1.892,0.529,0.932,38.2305794077773,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,254.3394,0.789,100,1.823,0.548,0.919,17.9954155790917,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,214.49355,0.921,100,1.194,0.837,0.934,16.5257880281283,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,530.72245,0.814,100,1.746,0.573,0.948,25.9949381730123,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1974.52515,0.878,99.012,1.122,0.891,0.974,50.140238362558,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1386.99925,0.807,99.144,1.27,0.787,0.963,42.0235921075057,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1659.9916,0.818,99.591,1.544,0.648,0.962,45.9735461874347,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,872.3857,0.677,99.903,2.359,0.424,0.948,33.3280058134516,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1165.7243,0.726,100,2.239,0.447,0.959,38.5259169523415,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,2277.1892,0.822,97.729,1.679,0.595,0.97,53.8461450828546,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1604.03685,0.87,99.313,1.117,0.895,0.966,45.1920695325233,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,220.4283,0.754,100,2.257,0.443,0.917,16.752851349509,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,380.66245,0.812,100,1.762,0.568,0.947,22.015323857163,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,2493.3781,0.78,99.796,1.425,0.702,0.963,56.3441886701426,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,1582.8419,0.758,99.197,1.632,0.613,0.971,44.8925038301913,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,98.34465,0.294,100,6,0.167,0.892,11.1900088200653,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,62.73615,0.157,100,18.525,0.054,0.987,8.93745752797947,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 007-1.tif,94.10525,0.109,100,27.76,0.036,0.996,10.946164883976,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,1908.39625,0.755,100,1.633,0.612,0.961,49.293463791098,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,1637.94795,0.775,100,1.748,0.572,0.957,45.6672760536239,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,1342.06735,0.772,99.684,1.824,0.548,0.949,41.3373102864461,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,473.919,0.812,98.748,1.713,0.584,0.942,24.5644542337367,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,2083.04395,0.812,98.698,1.273,0.785,0.96,51.4996498100845,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,1535.3639,0.814,99.337,1.58,0.633,0.966,44.2140931495694,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,503.59275,0.761,96.296,1.792,0.558,0.92,25.3218128052067,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,1524.3431,0.72,97.052,2.051,0.488,0.93,44.055123591521,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,2794.3468,0.654,99.211,2.722,0.367,0.966,59.6479073183977,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,1988.09,0.86,99.744,1.418,0.705,0.972,50.3121735417238,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,1352.23945,0.752,100,1.619,0.618,0.957,41.4936711040482,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,1439.5633,0.772,97.173,1.615,0.619,0.952,42.8124855703269,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,2041.5007,0.757,100,1.823,0.549,0.947,50.9835210812721,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,1613.3623,0.814,99.107,1.067,0.937,0.962,45.3232465777208,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,1806.6609,0.791,99.531,1.136,0.88,0.932,47.9615690090182,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,589.22125,0.613,100,2.4,0.417,0.921,27.3901404906635,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,1200.4841,0.77,100,1.222,0.818,0.941,39.0960845730848,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,310.29415,0.651,100,2.503,0.399,0.909,19.8765887988856,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,751.15075,0.845,100,1.645,0.608,0.957,30.9256340105983,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,822.3657,0.81,100,1.215,0.823,0.965,32.3584383040006,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,1374.2831,0.74,99.938,1.56,0.641,0.941,41.8305102596326,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,1117.39965,0.832,99.469,1.386,0.721,0.956,37.7189265707977,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,904.60145,0.771,98.688,1.559,0.642,0.945,33.9378010242969,Parasite
Phoradendron perrotettii,Phoradendron perrotettii 1,Phoradendron perrotettii 1 - GC4841 x10 010-1.tif,700.28205,0.863,100,1.27,0.787,0.953,29.8601205377374,Parasite
